,County,Battery Electric Vehicles (BEVs),Month,Year
1869,Whatcom,1221,12,2020
1870,Whitman,51,12,2020
1871,Yakima,171,12,2020
1872,Adams,10,1,2021
1873,Asotin,16,1,2021
1874,Benton,453,1,2021
1875,Chelan,294,1,2021
1876,Clallam,282,1,2021
1877,Clark,2459,1,2021
1878,Columbia,5,1,2021
1879,Cowlitz,188,1,2021
1880,Douglas,84,1,2021
1881,Ferry,9,1,2021
1882,Franklin,89,1,2021
1883,Garfield,0,1,2021
1884,Grant,87,1,2021
1885,Grays Harbor,133,1,2021
1886,Island,527,1,2021
1887,Jefferson,290,1,2021
1888,King,27794,1,2021
1889,Kitsap,1606,1,2021
1890,Kittitas,134,1,2021
1891,Klickitat,63,1,2021
1892,Lewis,126,1,2021
1893,Lincoln,6,1,2021
1894,Mason,179,1,2021
1895,Okanogan,56,1,2021
1896,Pacific,35,1,2021
1897,Pend Oreille,12,1,2021
1898,Pierce,2963,1,2021
1899,San Juan,377,1,2021
1900,Skagit,518,1,2021
1901,Skamania,34,1,2021
1902,Snohomish,5177,1,2021
1903,Spokane,909,1,2021
1904,Stevens,37,1,2021
1905,Thurston,1350,1,2021
1906,Wahkiakum,7,1,2021
1907,Walla Walla,103,1,2021
1908,Whatcom,1256,1,2021
1909,Whitman,51,1,2021
1910,Yakima,179,1,2021
1911,Adams,10,2,2021
1912,Asotin,17,2,2021
1913,Benton,460,2,2021
1914,Chelan,301,2,2021
1915,Clallam,283,2,2021
1916,Clark,2505,2,2021
1917,Columbia,5,2,2021
1918,Cowlitz,194,2,2021
1919,Douglas,86,2,2021
1920,Ferry,10,2,2021
1921,Franklin,92,2,2021
1922,Garfield,0,2,2021
1923,Grant,90,2,2021
1924,Grays Harbor,142,2,2021
1925,Island,546,2,2021
1926,Jefferson,295,2,2021
1927,King,28231,2,2021
1928,Kitsap,1641,2,2021
1929,Kittitas,142,2,2021
1930,Klickitat,65,2,2021
1931,Lewis,127,2,2021
1932,Lincoln,6,2,2021
1933,Mason,177,2,2021
1934,Okanogan,56,2,2021
1935,Pacific,37,2,2021
1936,Pend Oreille,12,2,2021
1937,Pierce,3028,2,2021
1938,San Juan,383,2,2021
1939,Skagit,536,2,2021
1940,Skamania,37,2,2021
1941,Snohomish,5270,2,2021
1942,Spokane,922,2,2021
1943,Stevens,38,2,2021
1944,Thurston,1383,2,2021
1945,Wahkiakum,8,2,2021
1946,Walla Walla,105,2,2021
1947,Whatcom,1280,2,2021
1948,Whitman,53,2,2021
1949,Yakima,185,2,2021
1950,Adams,10,3,2021
1951,Asotin,17,3,2021
1952,Benton,466,3,2021
1953,Chelan,304,3,2021
1954,Clallam,300,3,2021
1955,Clark,2578,3,2021
1956,Columbia,5,3,2021
1957,Cowlitz,197,3,2021
1958,Douglas,86,3,2021
1959,Ferry,10,3,2021
1960,Franklin,100,3,2021
1961,Garfield,0,3,2021
1962,Grant,93,3,2021
1963,Grays Harbor,150,3,2021
1964,Island,556,3,2021
1965,Jefferson,302,3,2021
1966,King,28523,3,2021
1967,Kitsap,1674,3,2021
1968,Kittitas,146,3,2021
1969,Klickitat,65,3,2021
1970,Lewis,130,3,2021
1971,Lincoln,5,3,2021
1972,Mason,185,3,2021
1973,Okanogan,57,3,2021
1974,Pacific,39,3,2021
1975,Pend Oreille,12,3,2021
1976,Pierce,3125,3,2021
1977,San Juan,394,3,2021
1978,Skagit,540,3,2021
1979,Skamania,38,3,2021
1980,Snohomish,5384,3,2021
1981,Spokane,951,3,2021
1982,Stevens,38,3,2021
1983,Thurston,1432,3,2021
1984,Wahkiakum,9,3,2021
1985,Walla Walla,107,3,2021
1986,Whatcom,1302,3,2021
1987,Whitman,54,3,2021
1988,Yakima,189,3,2021
1989,Adams,11,4,2021
1990,Asotin,19,4,2021
1991,Benton,496,4,2021
1992,Chelan,314,4,2021
1993,Clallam,310,4,2021
1994,Clark,2681,4,2021
1995,Columbia,5,4,2021
1996,Cowlitz,211,4,2021
1997,Douglas,88,4,2021
1998,Ferry,10,4,2021
1999,Franklin,109,4,2021
2000,Garfield,0,4,2021
2001,Grant,102,4,2021
2002,Grays Harbor,156,4,2021
2003,Island,582,4,2021
2004,Jefferson,310,4,2021
2005,King,29461,4,2021
2006,Kitsap,1732,4,2021
2007,Kittitas,153,4,2021
2008,Klickitat,67,4,2021
2009,Lewis,146,4,2021
2010,Lincoln,5,4,2021
2011,Mason,191,4,2021
2012,Okanogan,60,4,2021
2013,Pacific,41,4,2021
2014,Pend Oreille,14,4,2021
2015,Pierce,3271,4,2021
2016,San Juan,406,4,2021
2017,Skagit,563,4,2021
2018,Skamania,40,4,2021
2019,Snohomish,5588,4,2021
2020,Spokane,999,4,2021
2021,Stevens,40,4,2021
2022,Thurston,1494,4,2021
2023,Wahkiakum,11,4,2021
2024,Walla Walla,108,4,2021
2025,Whatcom,1359,4,2021
2026,Whitman,59,4,2021
2027,Yakima,207,4,2021
2028,Adams,11,5,2021
2029,Asotin,19,5,2021
2030,Benton,504,5,2021
2031,Chelan,322,5,2021
2032,Clallam,322,5,2021
2033,Clark,2757,5,2021
2034,Columbia,6,5,2021
2035,Cowlitz,218,5,2021
2036,Douglas,92,5,2021
2037,Ferry,9,5,2021
2038,Franklin,117,5,2021
2039,Garfield,0,5,2021
2040,Grant,102,5,2021
2041,Grays Harbor,161,5,2021
2042,Island,599,5,2021
2043,Jefferson,322,5,2021
2044,King,30044,5,2021
2045,Kitsap,1795,5,2021
2046,Kittitas,155,5,2021
2047,Klickitat,66,5,2021
2048,Lewis,157,5,2021
2049,Lincoln,5,5,2021
2050,Mason,207,5,2021
2051,Okanogan,61,5,2021
2052,Pacific,43,5,2021
2053,Pend Oreille,14,5,2021
2054,Pierce,3381,5,2021
2055,San Juan,423,5,2021
2056,Skagit,578,5,2021
2057,Skamania,43,5,2021
2058,Snohomish,5729,5,2021
2059,Spokane,1029,5,2021
2060,Stevens,42,5,2021
2061,Thurston,1543,5,2021
2062,Wahkiakum,13,5,2021
2063,Walla Walla,110,5,2021
2064,Whatcom,1390,5,2021
2065,Whitman,60,5,2021
2066,Yakima,212,5,2021
2067,Adams,16,6,2021
2068,Asotin,20,6,2021
2069,Benton,518,6,2021
2070,Chelan,336,6,2021
2071,Clallam,330,6,2021
2072,Clark,2841,6,2021
2073,Columbia,6,6,2021
2074,Cowlitz,224,6,2021
2075,Douglas,93,6,2021
2076,Ferry,9,6,2021
2077,Franklin,123,6,2021
2078,Garfield,0,6,2021
2079,Grant,107,6,2021
2080,Grays Harbor,168,6,2021
2081,Island,617,6,2021
2082,Jefferson,331,6,2021
2083,King,30496,6,2021
2084,Kitsap,1850,6,2021
2085,Kittitas,160,6,2021
2086,Klickitat,70,6,2021
2087,Lewis,163,6,2021
2088,Lincoln,5,6,2021
2089,Mason,215,6,2021
2090,Okanogan,63,6,2021
2091,Pacific,45,6,2021
2092,Pend Oreille,14,6,2021
2093,Pierce,3469,6,2021
2094,San Juan,431,6,2021
2095,Skagit,590,6,2021
2096,Skamania,44,6,2021
2097,Snohomish,5886,6,2021
2098,Spokane,1068,6,2021
2099,Stevens,45,6,2021
2100,Thurston,1585,6,2021
2101,Wahkiakum,15,6,2021
2102,Walla Walla,113,6,2021
2103,Whatcom,1423,6,2021
2104,Whitman,58,6,2021
2105,Yakima,226,6,2021
2106,Adams,16,7,2021
2107,Asotin,21,7,2021
2108,Benton,540,7,2021
2109,Chelan,350,7,2021
2110,Clallam,342,7,2021
2111,Clark,2977,7,2021
2112,Columbia,6,7,2021
2113,Cowlitz,229,7,2021
2114,Douglas,100,7,2021
2115,Ferry,9,7,2021
2116,Franklin,134,7,2021
2117,Garfield,0,7,2021
2118,Grant,120,7,2021
2119,Grays Harbor,176,7,2021
2120,Island,625,7,2021
2121,Jefferson,339,7,2021
2122,King,31555,7,2021
2123,Kitsap,1910,7,2021
2124,Kittitas,166,7,2021
2125,Klickitat,77,7,2021
2126,Lewis,165,7,2021
2127,Lincoln,6,7,2021
2128,Mason,216,7,2021
2129,Okanogan,65,7,2021
2130,Pacific,46,7,2021
2131,Pend Oreille,15,7,2021
2132,Pierce,3636,7,2021
2133,San Juan,443,7,2021
2134,Skagit,609,7,2021
2135,Skamania,51,7,2021
2136,Snohomish,6126,7,2021
2137,Spokane,1118,7,2021
2138,Stevens,49,7,2021
2139,Thurston,1660,7,2021
2140,Wahkiakum,15,7,2021
2141,Walla Walla,115,7,2021
2142,Whatcom,1479,7,2021
2143,Whitman,61,7,2021
2144,Yakima,237,7,2021
2145,Adams,16,8,2021
2146,Asotin,21,8,2021
2147,Benton,567,8,2021
2148,Chelan,364,8,2021
2149,Clallam,351,8,2021
2150,Clark,3072,8,2021
2151,Columbia,7,8,2021
2152,Cowlitz,237,8,2021
2153,Douglas,103,8,2021
2154,Ferry,9,8,2021
2155,Franklin,139,8,2021
2156,Garfield,0,8,2021
2157,Grant,123,8,2021
2158,Grays Harbor,177,8,2021
2159,Island,645,8,2021
2160,Jefferson,350,8,2021
2161,King,32288,8,2021
2162,Kitsap,1951,8,2021
2163,Kittitas,173,8,2021
2164,Klickitat,82,8,2021
2165,Lewis,181,8,2021
2166,Lincoln,7,8,2021
2167,Mason,227,8,2021
2168,Okanogan,66,8,2021
2169,Pacific,48,8,2021
2170,Pend Oreille,16,8,2021
2171,Pierce,3773,8,2021
2172,San Juan,452,8,2021
2173,Skagit,621,8,2021
2174,Skamania,52,8,2021
2175,Snohomish,6310,8,2021
2176,Spokane,1157,8,2021
2177,Stevens,48,8,2021
2178,Thurston,1715,8,2021
2179,Wahkiakum,16,8,2021
2180,Walla Walla,121,8,2021
2181,Whatcom,1524,8,2021
2182,Whitman,63,8,2021
2183,Yakima,248,8,2021
2184,Adams,16,9,2021
2185,Asotin,20,9,2021
2186,Benton,581,9,2021
2187,Chelan,375,9,2021
2188,Clallam,360,9,2021
2189,Clark,3150,9,2021
2190,Columbia,7,9,2021
2191,Cowlitz,246,9,2021
2192,Douglas,103,9,2021
2193,Ferry,10,9,2021
2194,Franklin,138,9,2021
2195,Garfield,0,9,2021
2196,Grant,125,9,2021
2197,Grays Harbor,183,9,2021
2198,Island,661,9,2021
2199,Jefferson,358,9,2021
2200,King,32878,9,2021
2201,Kitsap,1992,9,2021
2202,Kittitas,180,9,2021
2203,Klickitat,83,9,2021
2204,Lewis,185,9,2021
2205,Lincoln,7,9,2021
2206,Mason,239,9,2021
2207,Okanogan,67,9,2021
2208,Pacific,49,9,2021
2209,Pend Oreille,17,9,2021
2210,Pierce,3876,9,2021
2211,San Juan,462,9,2021
2212,Skagit,641,9,2021
2213,Skamania,53,9,2021
2214,Snohomish,6456,9,2021
2215,Spokane,1186,9,2021
2216,Stevens,51,9,2021
2217,Thurston,1750,9,2021
2218,Wahkiakum,16,9,2021
2219,Walla Walla,128,9,2021
2220,Whatcom,1544,9,2021
2221,Whitman,64,9,2021
2222,Yakima,257,9,2021
2223,Adams,16,10,2021
2224,Asotin,21,10,2021
2225,Benton,595,10,2021
2226,Chelan,385,10,2021
2227,Clallam,366,10,2021
2228,Clark,3253,10,2021
2229,Columbia,7,10,2021
2230,Cowlitz,258,10,2021
2231,Douglas,103,10,2021
2232,Ferry,11,10,2021
2233,Franklin,144,10,2021
2234,Garfield,0,10,2021
2235,Grant,133,10,2021
2236,Grays Harbor,187,10,2021
2237,Island,678,10,2021
2238,Jefferson,362,10,2021
2239,King,33838,10,2021
2240,Kitsap,2041,10,2021
2241,Kittitas,193,10,2021
2242,Klickitat,87,10,2021
2243,Lewis,194,10,2021
2244,Lincoln,7,10,2021
2245,Mason,246,10,2021
2246,Okanogan,66,10,2021
2247,Pacific,49,10,2021
2248,Pend Oreille,18,10,2021
2249,Pierce,4000,10,2021
2250,San Juan,469,10,2021
2251,Skagit,649,10,2021
2252,Skamania,58,10,2021
2253,Snohomish,6656,10,2021
2254,Spokane,1217,10,2021
2255,Stevens,52,10,2021
2256,Thurston,1802,10,2021
2257,Wahkiakum,17,10,2021
2258,Walla Walla,132,10,2021
2259,Whatcom,1585,10,2021
2260,Whitman,63,10,2021
2261,Yakima,270,10,2021
2262,Adams,16,11,2021
2263,Asotin,21,11,2021
2264,Benton,625,11,2021
2265,Chelan,400,11,2021
2266,Clallam,373,11,2021
2267,Clark,3363,11,2021
2268,Columbia,6,11,2021
2269,Cowlitz,265,11,2021
2270,Douglas,106,11,2021
2271,Ferry,13,11,2021
2272,Franklin,154,11,2021
2273,Garfield,0,11,2021
2274,Grant,131,11,2021
2275,Grays Harbor,191,11,2021
2276,Island,700,11,2021
2277,Jefferson,372,11,2021
2278,King,34714,11,2021
2279,Kitsap,2082,11,2021
2280,Kittitas,196,11,2021
2281,Klickitat,88,11,2021
2282,Lewis,199,11,2021
2283,Lincoln,7,11,2021
2284,Mason,255,11,2021
2285,Okanogan,67,11,2021
2286,Pacific,51,11,2021
2287,Pend Oreille,18,11,2021
2288,Pierce,4128,11,2021
2289,San Juan,473,11,2021
2290,Skagit,667,11,2021
2291,Skamania,57,11,2021
2292,Snohomish,6839,11,2021
2293,Spokane,1261,11,2021
2294,Stevens,54,11,2021
2295,Thurston,1845,11,2021
2296,Wahkiakum,17,11,2021
2297,Walla Walla,137,11,2021
2298,Whatcom,1615,11,2021
2299,Whitman,66,11,2021
2300,Yakima,272,11,2021
2301,Adams,17,12,2021
2302,Asotin,22,12,2021
2303,Benton,639,12,2021
2304,Chelan,408,12,2021
2305,Clallam,384,12,2021
2306,Clark,3475,12,2021
2307,Columbia,6,12,2021
2308,Cowlitz,274,12,2021
2309,Douglas,116,12,2021
2310,Ferry,14,12,2021
2311,Franklin,162,12,2021
2312,Garfield,0,12,2021
2313,Grant,137,12,2021
2314,Grays Harbor,192,12,2021
2315,Island,713,12,2021
2316,Jefferson,382,12,2021
2317,King,35478,12,2021
2318,Kitsap,2128,12,2021
2319,Kittitas,207,12,2021
2320,Klickitat,89,12,2021
2321,Lewis,206,12,2021
2322,Lincoln,7,12,2021
2323,Mason,266,12,2021
2324,Okanogan,69,12,2021
2325,Pacific,51,12,2021
2326,Pend Oreille,18,12,2021
2327,Pierce,4234,12,2021
2328,San Juan,478,12,2021
2329,Skagit,695,12,2021
2330,Skamania,60,12,2021
2331,Snohomish,7026,12,2021
2332,Spokane,1309,12,2021
2333,Stevens,55,12,2021
2334,Thurston,1867,12,2021
2335,Wahkiakum,17,12,2021
2336,Walla Walla,143,12,2021
2337,Whatcom,1647,12,2021
2338,Whitman,67,12,2021
2339,Yakima,286,12,2021
2340,Adams,17,1,2022
2341,Asotin,23,1,2022
2342,Benton,654,1,2022
2343,Chelan,421,1,2022
2344,Clallam,392,1,2022
2345,Clark,3543,1,2022
2346,Columbia,6,1,2022
2347,Cowlitz,273,1,2022
2348,Douglas,118,1,2022
2349,Ferry,14,1,2022
2350,Franklin,169,1,2022
2351,Garfield,0,1,2022
2352,Grant,140,1,2022
2353,Grays Harbor,197,1,2022
2354,Island,734,1,2022
2355,Jefferson,385,1,2022
2356,King,36359,1,2022
2357,Kitsap,2190,1,2022
2358,Kittitas,216,1,2022
2359,Klickitat,90,1,2022
2360,Lewis,213,1,2022
2361,Lincoln,6,1,2022
2362,Mason,272,1,2022
2363,Okanogan,70,1,2022
2364,Pacific,55,1,2022
2365,Pend Oreille,17,1,2022
2366,Pierce,4365,1,2022
2367,San Juan,483,1,2022
2368,Skagit,701,1,2022
2369,Skamania,60,1,2022
2370,Snohomish,7224,1,2022
2371,Spokane,1349,1,2022
2372,Stevens,58,1,2022
2373,Thurston,1923,1,2022
2374,Wahkiakum,17,1,2022
2375,Walla Walla,146,1,2022
2376,Whatcom,1668,1,2022
2377,Whitman,69,1,2022
2378,Yakima,294,1,2022
2379,Adams,17,2,2022
2380,Asotin,22,2,2022
2381,Benton,664,2,2022
2382,Chelan,429,2,2022
2383,Clallam,394,2,2022
2384,Clark,3629,2,2022
2385,Columbia,6,2,2022
2386,Cowlitz,280,2,2022
2387,Douglas,122,2,2022
2388,Ferry,15,2,2022
2389,Franklin,175,2,2022
2390,Garfield,0,2,2022
2391,Grant,142,2,2022
2392,Grays Harbor,202,2,2022
2393,Island,745,2,2022
2394,Jefferson,394,2,2022
2395,King,37228,2,2022
2396,Kitsap,2229,2,2022
2397,Kittitas,218,2,2022
2398,Klickitat,92,2,2022
2399,Lewis,221,2,2022
2400,Lincoln,7,2,2022
2401,Mason,280,2,2022
2402,Okanogan,74,2,2022
2403,Pacific,58,2,2022
2404,Pend Oreille,17,2,2022
2405,Pierce,4484,2,2022
2406,San Juan,486,2,2022
2407,Skagit,716,2,2022
2408,Skamania,59,2,2022
2409,Snohomish,7457,2,2022
2410,Spokane,1391,2,2022
2411,Stevens,58,2,2022
2412,Thurston,1973,2,2022
2413,Wahkiakum,17,2,2022
2414,Walla Walla,152,2,2022
2415,Whatcom,1694,2,2022
2416,Whitman,70,2,2022
2417,Yakima,301,2,2022
2418,Adams,16,3,2022
2419,Asotin,22,3,2022
2420,Benton,699,3,2022
2421,Chelan,437,3,2022
2422,Clallam,403,3,2022
2423,Clark,3745,3,2022
2424,Columbia,6,3,2022
2425,Cowlitz,293,3,2022
2426,Douglas,125,3,2022
2427,Ferry,17,3,2022
2428,Franklin,179,3,2022
2429,Garfield,0,3,2022
2430,Grant,151,3,2022
2431,Grays Harbor,205,3,2022
2432,Island,758,3,2022
2433,Jefferson,408,3,2022
2434,King,37952,3,2022
2435,Kitsap,2274,3,2022
2436,Kittitas,225,3,2022
2437,Klickitat,96,3,2022
2438,Lewis,226,3,2022
2439,Lincoln,7,3,2022
2440,Mason,286,3,2022
2441,Okanogan,77,3,2022
2442,Pacific,61,3,2022
2443,Pend Oreille,16,3,2022
2444,Pierce,4629,3,2022
2445,San Juan,493,3,2022
2446,Skagit,731,3,2022
2447,Skamania,65,3,2022
2448,Snohomish,7669,3,2022
2449,Spokane,1442,3,2022
2450,Stevens,60,3,2022
2451,Thurston,2030,3,2022
2452,Wahkiakum,18,3,2022
2453,Walla Walla,157,3,2022
2454,Whatcom,1739,3,2022
2455,Whitman,79,3,2022
2456,Yakima,312,3,2022
2457,Adams,16,4,2022
2458,Asotin,24,4,2022
2459,Benton,716,4,2022
2460,Chelan,447,4,2022
2461,Clallam,405,4,2022
2462,Clark,3866,4,2022
2463,Columbia,7,4,2022
2464,Cowlitz,314,4,2022
2465,Douglas,126,4,2022
2466,Ferry,19,4,2022
2467,Franklin,179,4,2022
2468,Garfield,0,4,2022
2469,Grant,159,4,2022
2470,Grays Harbor,200,4,2022
2471,Island,779,4,2022
2472,Jefferson,415,4,2022
2473,King,39342,4,2022
2474,Kitsap,2325,4,2022
2475,Kittitas,236,4,2022
2476,Klickitat,100,4,2022
2477,Lewis,232,4,2022
2478,Lincoln,7,4,2022
2479,Mason,294,4,2022
2480,Okanogan,79,4,2022
2481,Pacific,60,4,2022
2482,Pend Oreille,16,4,2022
2483,Pierce,4837,4,2022
2484,San Juan,495,4,2022
2485,Skagit,752,4,2022
2486,Skamania,67,4,2022
2487,Snohomish,7969,4,2022
2488,Spokane,1510,4,2022
2489,Stevens,64,4,2022
2490,Thurston,2075,4,2022
2491,Wahkiakum,20,4,2022
2492,Walla Walla,163,4,2022
2493,Whatcom,1779,4,2022
2494,Whitman,83,4,2022
2495,Yakima,318,4,2022
2496,Adams,16,5,2022
2497,Asotin,23,5,2022
2498,Benton,731,5,2022
2499,Chelan,452,5,2022
2500,Clallam,411,5,2022
2501,Clark,3940,5,2022
2502,Columbia,7,5,2022
2503,Cowlitz,323,5,2022
2504,Douglas,131,5,2022
2505,Ferry,20,5,2022
2506,Franklin,181,5,2022
2507,Garfield,0,5,2022
2508,Grant,166,5,2022
2509,Grays Harbor,205,5,2022
2510,Island,797,5,2022
2511,Jefferson,425,5,2022
2512,King,40046,5,2022
2513,Kitsap,2356,5,2022
2514,Kittitas,249,5,2022
2515,Klickitat,100,5,2022
2516,Lewis,231,5,2022
2517,Lincoln,8,5,2022
2518,Mason,305,5,2022
2519,Okanogan,82,5,2022
2520,Pacific,60,5,2022
2521,Pend Oreille,16,5,2022
2522,Pierce,4955,5,2022
2523,San Juan,500,5,2022
2524,Skagit,760,5,2022
2525,Skamania,70,5,2022
2526,Snohomish,8146,5,2022
2527,Spokane,1543,5,2022
2528,Stevens,64,5,2022
2529,Thurston,2130,5,2022
2530,Wahkiakum,22,5,2022
2531,Walla Walla,171,5,2022
2532,Whatcom,1804,5,2022
2533,Whitman,84,5,2022
2534,Yakima,325,5,2022
2535,Adams,18,6,2022
2536,Asotin,23,6,2022
2537,Benton,754,6,2022
2538,Chelan,464,6,2022
2539,Clallam,424,6,2022
2540,Clark,4100,6,2022
2541,Columbia,7,6,2022
2542,Cowlitz,338,6,2022
2543,Douglas,131,6,2022
2544,Ferry,19,6,2022
2545,Franklin,186,6,2022
2546,Garfield,0,6,2022
2547,Grant,175,6,2022
2548,Grays Harbor,211,6,2022
2549,Island,821,6,2022
2550,Jefferson,436,6,2022
2551,King,40785,6,2022
2552,Kitsap,2396,6,2022
2553,Kittitas,267,6,2022
2554,Klickitat,103,6,2022
2555,Lewis,235,6,2022
2556,Lincoln,8,6,2022
2557,Mason,312,6,2022
2558,Okanogan,84,6,2022
2559,Pacific,61,6,2022
2560,Pend Oreille,17,6,2022
2561,Pierce,5066,6,2022
2562,San Juan,514,6,2022
2563,Skagit,782,6,2022
2564,Skamania,73,6,2022
2565,Snohomish,8372,6,2022
2566,Spokane,1602,6,2022
2567,Stevens,68,6,2022
2568,Thurston,2188,6,2022
2569,Wahkiakum,23,6,2022
2570,Walla Walla,172,6,2022
2571,Whatcom,1821,6,2022
2572,Whitman,88,6,2022
2573,Yakima,337,6,2022
2574,Adams,20,7,2022
2575,Asotin,24,7,2022
2576,Benton,783,7,2022
2577,Chelan,481,7,2022
2578,Clallam,435,7,2022
2579,Clark,4236,7,2022
2580,Columbia,7,7,2022
2581,Cowlitz,351,7,2022
2582,Douglas,139,7,2022
2583,Ferry,21,7,2022
2584,Franklin,204,7,2022
2585,Garfield,1,7,2022
2586,Grant,183,7,2022
2587,Grays Harbor,216,7,2022
2588,Island,839,7,2022
2589,Jefferson,445,7,2022
2590,King,42015,7,2022
2591,Kitsap,2475,7,2022
2592,Kittitas,279,7,2022
2593,Klickitat,106,7,2022
2594,Lewis,246,7,2022
2595,Lincoln,9,7,2022
2596,Mason,324,7,2022
2597,Okanogan,89,7,2022
2598,Pacific,64,7,2022
2599,Pend Oreille,18,7,2022
2600,Pierce,5262,7,2022
2601,San Juan,525,7,2022
2602,Skagit,817,7,2022
2603,Skamania,76,7,2022
2604,Snohomish,8688,7,2022
2605,Spokane,1683,7,2022
2606,Stevens,73,7,2022
2607,Thurston,2249,7,2022
2608,Wahkiakum,24,7,2022
2609,Walla Walla,176,7,2022
2610,Whatcom,1875,7,2022
2611,Whitman,90,7,2022
2612,Yakima,354,7,2022
2613,Adams,22,8,2022
2614,Asotin,24,8,2022
2615,Benton,820,8,2022
2616,Chelan,491,8,2022
2617,Clallam,439,8,2022
2618,Clark,4362,8,2022
2619,Columbia,8,8,2022
2620,Cowlitz,355,8,2022
2621,Douglas,142,8,2022
2622,Ferry,20,8,2022
2623,Franklin,226,8,2022
2624,Garfield,1,8,2022
2625,Grant,199,8,2022
2626,Grays Harbor,220,8,2022
2627,Island,865,8,2022
2628,Jefferson,456,8,2022
2629,King,43133,8,2022
2630,Kitsap,2541,8,2022
2631,Kittitas,287,8,2022
2632,Klickitat,108,8,2022
2633,Lewis,243,8,2022
2634,Lincoln,9,8,2022
2635,Mason,334,8,2022
2636,Okanogan,89,8,2022
2637,Pacific,70,8,2022
2638,Pend Oreille,18,8,2022
2639,Pierce,5459,8,2022
2640,San Juan,535,8,2022
2641,Skagit,859,8,2022
2642,Skamania,82,8,2022
2643,Snohomish,8971,8,2022
2644,Spokane,1752,8,2022
2645,Stevens,77,8,2022
2646,Thurston,2343,8,2022
2647,Wahkiakum,25,8,2022
2648,Walla Walla,181,8,2022
2649,Whatcom,1928,8,2022
2650,Whitman,96,8,2022
2651,Yakima,365,8,2022
2652,Adams,23,9,2022
2653,Asotin,25,9,2022
2654,Benton,838,9,2022
2655,Chelan,499,9,2022
2656,Clallam,448,9,2022
2657,Clark,4495,9,2022
2658,Columbia,8,9,2022
2659,Cowlitz,371,9,2022
2660,Douglas,148,9,2022
2661,Ferry,22,9,2022
2662,Franklin,233,9,2022
2663,Garfield,1,9,2022
2664,Grant,203,9,2022
2665,Grays Harbor,226,9,2022
2666,Island,885,9,2022
2667,Jefferson,457,9,2022
2668,King,43729,9,2022
2669,Kitsap,2594,9,2022
2670,Kittitas,294,9,2022
2671,Klickitat,111,9,2022
2672,Lewis,253,9,2022
2673,Lincoln,10,9,2022
2674,Mason,343,9,2022
2675,Okanogan,94,9,2022
2676,Pacific,70,9,2022
2677,Pend Oreille,18,9,2022
2678,Pierce,5572,9,2022
2679,San Juan,542,9,2022
2680,Skagit,874,9,2022
2681,Skamania,85,9,2022
2682,Snohomish,9129,9,2022
2683,Spokane,1780,9,2022
2684,Stevens,82,9,2022
2685,Thurston,2402,9,2022
2686,Wahkiakum,25,9,2022
2687,Walla Walla,189,9,2022
2688,Whatcom,1966,9,2022
2689,Whitman,98,9,2022
2690,Yakima,379,9,2022
2691,Adams,23,10,2022
2692,Asotin,26,10,2022
2693,Benton,873,10,2022
2694,Chelan,514,10,2022
2695,Clallam,463,10,2022
2696,Clark,4635,10,2022
2697,Columbia,8,10,2022
2698,Cowlitz,387,10,2022
2699,Douglas,160,10,2022
2700,Ferry,24,10,2022
2701,Franklin,241,10,2022
2702,Garfield,1,10,2022
2703,Grant,213,10,2022
2704,Grays Harbor,233,10,2022
2705,Island,913,10,2022
2706,Jefferson,469,10,2022
2707,King,45664,10,2022
2708,Kitsap,2657,10,2022
2709,Kittitas,296,10,2022
2710,Klickitat,117,10,2022
2711,Lewis,263,10,2022
2712,Lincoln,12,10,2022
2713,Mason,356,10,2022
2714,Okanogan,97,10,2022
2715,Pacific,69,10,2022
2716,Pend Oreille,18,10,2022
2717,Pierce,5804,10,2022
2718,San Juan,556,10,2022
2719,Skagit,892,10,2022
2720,Skamania,85,10,2022
2721,Snohomish,9507,10,2022
2722,Spokane,1849,10,2022
2723,Stevens,85,10,2022
2724,Thurston,2499,10,2022
2725,Wahkiakum,25,10,2022
2726,Walla Walla,193,10,2022
2727,Whatcom,2014,10,2022
2728,Whitman,106,10,2022
2729,Yakima,399,10,2022
2730,Adams,23,11,2022
2731,Asotin,29,11,2022
2732,Benton,920,11,2022
2733,Chelan,534,11,2022
2734,Clallam,478,11,2022
2735,Clark,4818,11,2022
2736,Columbia,8,11,2022
2737,Cowlitz,395,11,2022
2738,Douglas,164,11,2022
2739,Ferry,24,11,2022
2740,Franklin,249,11,2022
2741,Garfield,1,11,2022
2742,Grant,225,11,2022
2743,Grays Harbor,245,11,2022
2744,Island,935,11,2022
2745,Jefferson,480,11,2022
2746,King,47377,11,2022
2747,Kitsap,2726,11,2022
2748,Kittitas,301,11,2022
2749,Klickitat,123,11,2022
2750,Lewis,262,11,2022
2751,Lincoln,12,11,2022
2752,Mason,367,11,2022
2753,Okanogan,102,11,2022
2754,Pacific,71,11,2022
2755,Pend Oreille,19,11,2022
2756,Pierce,6064,11,2022
2757,San Juan,561,11,2022
2758,Skagit,914,11,2022
2759,Skamania,89,11,2022
2760,Snohomish,9961,11,2022
2761,Spokane,1913,11,2022
2762,Stevens,89,11,2022
2763,Thurston,2588,11,2022
2764,Wahkiakum,26,11,2022
2765,Walla Walla,204,11,2022
2766,Whatcom,2079,11,2022
2767,Whitman,112,11,2022
2768,Yakima,416,11,2022
2769,Adams,24,12,2022
2770,Asotin,29,12,2022
