,Date,County,Battery Electric Vehicles (BEVs)
1661,2020-07-31,Okanogan,37
1662,2020-07-31,Pacific,33
1663,2020-07-31,Pend Oreille,7
1664,2020-07-31,Pierce,2467
1665,2020-07-31,San Juan,311
1666,2020-07-31,Skagit,424
1667,2020-07-31,Skamania,31
1668,2020-07-31,Snohomish,4581
1669,2020-07-31,Spokane,753
1670,2020-07-31,Stevens,37
1671,2020-07-31,Thurston,1175
1672,2020-07-31,Wahkiakum,6
1673,2020-07-31,Walla Walla,77
1674,2020-07-31,Whatcom,1094
1675,2020-07-31,Whitman,45
1676,2020-07-31,Yakima,140
1677,2020-08-31,Adams,9
1678,2020-08-31,Asotin,17
1679,2020-08-31,Benton,380
1680,2020-08-31,Chelan,248
1681,2020-08-31,Clallam,240
1682,2020-08-31,Clark,2135
1683,2020-08-31,Columbia,3
1684,2020-08-31,Cowlitz,152
1685,2020-08-31,Douglas,77
1686,2020-08-31,Ferry,7
1687,2020-08-31,Franklin,66
1688,2020-08-31,Garfield,0
1689,2020-08-31,Grant,66
1690,2020-08-31,Grays Harbor,111
1691,2020-08-31,Island,435
1692,2020-08-31,Jefferson,249
1693,2020-08-31,King,25175
1694,2020-08-31,Kitsap,1400
1695,2020-08-31,Kittitas,110
1696,2020-08-31,Klickitat,57
1697,2020-08-31,Lewis,112
1698,2020-08-31,Lincoln,5
1699,2020-08-31,Mason,162
1700,2020-08-31,Okanogan,40
1701,2020-08-31,Pacific,32
1702,2020-08-31,Pend Oreille,8
1703,2020-08-31,Pierce,2519
1704,2020-08-31,San Juan,320
1705,2020-08-31,Skagit,433
1706,2020-08-31,Skamania,31
1707,2020-08-31,Snohomish,4644
1708,2020-08-31,Spokane,781
1709,2020-08-31,Stevens,35
1710,2020-08-31,Thurston,1194
1711,2020-08-31,Wahkiakum,6
1712,2020-08-31,Walla Walla,81
1713,2020-08-31,Whatcom,1114
1714,2020-08-31,Whitman,46
1715,2020-08-31,Yakima,147
1716,2020-09-30,Adams,8
1717,2020-09-30,Asotin,17
1718,2020-09-30,Benton,394
1719,2020-09-30,Chelan,260
1720,2020-09-30,Clallam,246
1721,2020-09-30,Clark,2174
1722,2020-09-30,Columbia,4
1723,2020-09-30,Cowlitz,157
1724,2020-09-30,Douglas,79
1725,2020-09-30,Ferry,8
1726,2020-09-30,Franklin,68
1727,2020-09-30,Garfield,0
1728,2020-09-30,Grant,67
1729,2020-09-30,Grays Harbor,115
1730,2020-09-30,Island,445
1731,2020-09-30,Jefferson,257
1732,2020-09-30,King,25391
1733,2020-09-30,Kitsap,1426
1734,2020-09-30,Kittitas,113
1735,2020-09-30,Klickitat,58
1736,2020-09-30,Lewis,111
1737,2020-09-30,Lincoln,5
1738,2020-09-30,Mason,162
1739,2020-09-30,Okanogan,45
1740,2020-09-30,Pacific,32
1741,2020-09-30,Pend Oreille,8
1742,2020-09-30,Pierce,2575
1743,2020-09-30,San Juan,331
1744,2020-09-30,Skagit,448
1745,2020-09-30,Skamania,32
1746,2020-09-30,Snohomish,4693
1747,2020-09-30,Spokane,797
1748,2020-09-30,Stevens,35
1749,2020-09-30,Thurston,1211
1750,2020-09-30,Wahkiakum,6
1751,2020-09-30,Walla Walla,86
1752,2020-09-30,Whatcom,1143
1753,2020-09-30,Whitman,47
1754,2020-09-30,Yakima,155
1755,2020-10-31,Adams,8
1756,2020-10-31,Asotin,17
1757,2020-10-31,Benton,403
1758,2020-10-31,Chelan,265
1759,2020-10-31,Clallam,253
1760,2020-10-31,Clark,2212
1761,2020-10-31,Columbia,4
1762,2020-10-31,Cowlitz,160
1763,2020-10-31,Douglas,80
1764,2020-10-31,Ferry,8
1765,2020-10-31,Franklin,73
1766,2020-10-31,Garfield,0
1767,2020-10-31,Grant,71
1768,2020-10-31,Grays Harbor,118
1769,2020-10-31,Island,464
1770,2020-10-31,Jefferson,260
1771,2020-10-31,King,25878
1772,2020-10-31,Kitsap,1464
1773,2020-10-31,Kittitas,121
1774,2020-10-31,Klickitat,59
1775,2020-10-31,Lewis,114
1776,2020-10-31,Lincoln,5
1777,2020-10-31,Mason,165
1778,2020-10-31,Okanogan,47
1779,2020-10-31,Pacific,34
1780,2020-10-31,Pend Oreille,8
1781,2020-10-31,Pierce,2660
1782,2020-10-31,San Juan,340
1783,2020-10-31,Skagit,467
1784,2020-10-31,Skamania,32
1785,2020-10-31,Snohomish,4830
1786,2020-10-31,Spokane,827
1787,2020-10-31,Stevens,36
1788,2020-10-31,Thurston,1254
1789,2020-10-31,Wahkiakum,6
1790,2020-10-31,Walla Walla,86
1791,2020-10-31,Whatcom,1172
1792,2020-10-31,Whitman,50
1793,2020-10-31,Yakima,158
1794,2020-11-30,Adams,10
1795,2020-11-30,Asotin,17
1796,2020-11-30,Benton,426
1797,2020-11-30,Chelan,271
1798,2020-11-30,Clallam,263
1799,2020-11-30,Clark,2284
1800,2020-11-30,Columbia,4
1801,2020-11-30,Cowlitz,170
1802,2020-11-30,Douglas,82
1803,2020-11-30,Ferry,8
1804,2020-11-30,Franklin,78
1805,2020-11-30,Garfield,0
1806,2020-11-30,Grant,78
1807,2020-11-30,Grays Harbor,122
1808,2020-11-30,Island,480
1809,2020-11-30,Jefferson,276
1810,2020-11-30,King,26601
1811,2020-11-30,Kitsap,1520
1812,2020-11-30,Kittitas,125
1813,2020-11-30,Klickitat,62
1814,2020-11-30,Lewis,117
1815,2020-11-30,Lincoln,5
1816,2020-11-30,Mason,169
1817,2020-11-30,Okanogan,51
1818,2020-11-30,Pacific,36
1819,2020-11-30,Pend Oreille,9
1820,2020-11-30,Pierce,2759
1821,2020-11-30,San Juan,355
1822,2020-11-30,Skagit,482
1823,2020-11-30,Skamania,33
1824,2020-11-30,Snohomish,4955
1825,2020-11-30,Spokane,858
1826,2020-11-30,Stevens,36
1827,2020-11-30,Thurston,1290
1828,2020-11-30,Wahkiakum,6
1829,2020-11-30,Walla Walla,95
1830,2020-11-30,Whatcom,1206
1831,2020-11-30,Whitman,51
1832,2020-11-30,Yakima,167
1833,2020-12-31,Adams,10
1834,2020-12-31,Asotin,16
1835,2020-12-31,Benton,440
1836,2020-12-31,Chelan,278
1837,2020-12-31,Clallam,274
1838,2020-12-31,Clark,2356
1839,2020-12-31,Columbia,5
1840,2020-12-31,Cowlitz,177
1841,2020-12-31,Douglas,86
1842,2020-12-31,Ferry,9
1843,2020-12-31,Franklin,85
1844,2020-12-31,Garfield,0
1845,2020-12-31,Grant,80
1846,2020-12-31,Grays Harbor,127
1847,2020-12-31,Island,507
1848,2020-12-31,Jefferson,285
1849,2020-12-31,King,26918
1850,2020-12-31,Kitsap,1555
1851,2020-12-31,Kittitas,127
1852,2020-12-31,Klickitat,62
1853,2020-12-31,Lewis,123
1854,2020-12-31,Lincoln,5
1855,2020-12-31,Mason,173
1856,2020-12-31,Okanogan,55
1857,2020-12-31,Pacific,34
1858,2020-12-31,Pend Oreille,12
1859,2020-12-31,Pierce,2825
1860,2020-12-31,San Juan,365
1861,2020-12-31,Skagit,498
1862,2020-12-31,Skamania,33
1863,2020-12-31,Snohomish,5035
1864,2020-12-31,Spokane,885
1865,2020-12-31,Stevens,36
1866,2020-12-31,Thurston,1321
1867,2020-12-31,Wahkiakum,6
1868,2020-12-31,Walla Walla,98
1869,2020-12-31,Whatcom,1221
1870,2020-12-31,Whitman,51
1871,2020-12-31,Yakima,171
1872,2021-01-31,Adams,10
1873,2021-01-31,Asotin,16
1874,2021-01-31,Benton,453
1875,2021-01-31,Chelan,294
1876,2021-01-31,Clallam,282
1877,2021-01-31,Clark,2459
1878,2021-01-31,Columbia,5
1879,2021-01-31,Cowlitz,188
1880,2021-01-31,Douglas,84
1881,2021-01-31,Ferry,9
1882,2021-01-31,Franklin,89
1883,2021-01-31,Garfield,0
1884,2021-01-31,Grant,87
1885,2021-01-31,Grays Harbor,133
1886,2021-01-31,Island,527
1887,2021-01-31,Jefferson,290
1888,2021-01-31,King,27794
1889,2021-01-31,Kitsap,1606
1890,2021-01-31,Kittitas,134
1891,2021-01-31,Klickitat,63
1892,2021-01-31,Lewis,126
1893,2021-01-31,Lincoln,6
1894,2021-01-31,Mason,179
1895,2021-01-31,Okanogan,56
1896,2021-01-31,Pacific,35
1897,2021-01-31,Pend Oreille,12
1898,2021-01-31,Pierce,2963
1899,2021-01-31,San Juan,377
1900,2021-01-31,Skagit,518
1901,2021-01-31,Skamania,34
1902,2021-01-31,Snohomish,5177
1903,2021-01-31,Spokane,909
1904,2021-01-31,Stevens,37
1905,2021-01-31,Thurston,1350
1906,2021-01-31,Wahkiakum,7
1907,2021-01-31,Walla Walla,103
1908,2021-01-31,Whatcom,1256
1909,2021-01-31,Whitman,51
1910,2021-01-31,Yakima,179
1911,2021-02-28,Adams,10
1912,2021-02-28,Asotin,17
1913,2021-02-28,Benton,460
1914,2021-02-28,Chelan,301
1915,2021-02-28,Clallam,283
1916,2021-02-28,Clark,2505
1917,2021-02-28,Columbia,5
1918,2021-02-28,Cowlitz,194
1919,2021-02-28,Douglas,86
1920,2021-02-28,Ferry,10
1921,2021-02-28,Franklin,92
1922,2021-02-28,Garfield,0
1923,2021-02-28,Grant,90
1924,2021-02-28,Grays Harbor,142
1925,2021-02-28,Island,546
1926,2021-02-28,Jefferson,295
1927,2021-02-28,King,28231
1928,2021-02-28,Kitsap,1641
1929,2021-02-28,Kittitas,142
1930,2021-02-28,Klickitat,65
1931,2021-02-28,Lewis,127
1932,2021-02-28,Lincoln,6
1933,2021-02-28,Mason,177
1934,2021-02-28,Okanogan,56
1935,2021-02-28,Pacific,37
1936,2021-02-28,Pend Oreille,12
1937,2021-02-28,Pierce,3028
1938,2021-02-28,San Juan,383
1939,2021-02-28,Skagit,536
1940,2021-02-28,Skamania,37
1941,2021-02-28,Snohomish,5270
1942,2021-02-28,Spokane,922
1943,2021-02-28,Stevens,38
1944,2021-02-28,Thurston,1383
1945,2021-02-28,Wahkiakum,8
1946,2021-02-28,Walla Walla,105
1947,2021-02-28,Whatcom,1280
1948,2021-02-28,Whitman,53
1949,2021-02-28,Yakima,185
1950,2021-03-31,Adams,10
1951,2021-03-31,Asotin,17
1952,2021-03-31,Benton,466
1953,2021-03-31,Chelan,304
1954,2021-03-31,Clallam,300
1955,2021-03-31,Clark,2578
1956,2021-03-31,Columbia,5
1957,2021-03-31,Cowlitz,197
1958,2021-03-31,Douglas,86
1959,2021-03-31,Ferry,10
1960,2021-03-31,Franklin,100
1961,2021-03-31,Garfield,0
1962,2021-03-31,Grant,93
1963,2021-03-31,Grays Harbor,150
1964,2021-03-31,Island,556
1965,2021-03-31,Jefferson,302
1966,2021-03-31,King,28523
1967,2021-03-31,Kitsap,1674
1968,2021-03-31,Kittitas,146
1969,2021-03-31,Klickitat,65
1970,2021-03-31,Lewis,130
1971,2021-03-31,Lincoln,5
1972,2021-03-31,Mason,185
1973,2021-03-31,Okanogan,57
1974,2021-03-31,Pacific,39
1975,2021-03-31,Pend Oreille,12
1976,2021-03-31,Pierce,3125
1977,2021-03-31,San Juan,394
1978,2021-03-31,Skagit,540
1979,2021-03-31,Skamania,38
1980,2021-03-31,Snohomish,5384
1981,2021-03-31,Spokane,951
1982,2021-03-31,Stevens,38
1983,2021-03-31,Thurston,1432
1984,2021-03-31,Wahkiakum,9
1985,2021-03-31,Walla Walla,107
1986,2021-03-31,Whatcom,1302
1987,2021-03-31,Whitman,54
1988,2021-03-31,Yakima,189
1989,2021-04-30,Adams,11
1990,2021-04-30,Asotin,19
1991,2021-04-30,Benton,496
1992,2021-04-30,Chelan,314
1993,2021-04-30,Clallam,310
1994,2021-04-30,Clark,2681
1995,2021-04-30,Columbia,5
1996,2021-04-30,Cowlitz,211
1997,2021-04-30,Douglas,88
1998,2021-04-30,Ferry,10
1999,2021-04-30,Franklin,109
2000,2021-04-30,Garfield,0
2001,2021-04-30,Grant,102
2002,2021-04-30,Grays Harbor,156
2003,2021-04-30,Island,582
2004,2021-04-30,Jefferson,310
2005,2021-04-30,King,29461
2006,2021-04-30,Kitsap,1732
2007,2021-04-30,Kittitas,153
2008,2021-04-30,Klickitat,67
2009,2021-04-30,Lewis,146
2010,2021-04-30,Lincoln,5
2011,2021-04-30,Mason,191
2012,2021-04-30,Okanogan,60
2013,2021-04-30,Pacific,41
2014,2021-04-30,Pend Oreille,14
2015,2021-04-30,Pierce,3271
2016,2021-04-30,San Juan,406
2017,2021-04-30,Skagit,563
2018,2021-04-30,Skamania,40
2019,2021-04-30,Snohomish,5588
2020,2021-04-30,Spokane,999
2021,2021-04-30,Stevens,40
2022,2021-04-30,Thurston,1494
2023,2021-04-30,Wahkiakum,11
2024,2021-04-30,Walla Walla,108
2025,2021-04-30,Whatcom,1359
2026,2021-04-30,Whitman,59
2027,2021-04-30,Yakima,207
2028,2021-05-31,Adams,11
2029,2021-05-31,Asotin,19
2030,2021-05-31,Benton,504
2031,2021-05-31,Chelan,322
2032,2021-05-31,Clallam,322
2033,2021-05-31,Clark,2757
2034,2021-05-31,Columbia,6
2035,2021-05-31,Cowlitz,218
2036,2021-05-31,Douglas,92
2037,2021-05-31,Ferry,9
2038,2021-05-31,Franklin,117
2039,2021-05-31,Garfield,0
2040,2021-05-31,Grant,102
2041,2021-05-31,Grays Harbor,161
2042,2021-05-31,Island,599
2043,2021-05-31,Jefferson,322
2044,2021-05-31,King,30044
2045,2021-05-31,Kitsap,1795
2046,2021-05-31,Kittitas,155
2047,2021-05-31,Klickitat,66
2048,2021-05-31,Lewis,157
2049,2021-05-31,Lincoln,5
2050,2021-05-31,Mason,207
2051,2021-05-31,Okanogan,61
2052,2021-05-31,Pacific,43
2053,2021-05-31,Pend Oreille,14
2054,2021-05-31,Pierce,3381
2055,2021-05-31,San Juan,423
2056,2021-05-31,Skagit,578
2057,2021-05-31,Skamania,43
2058,2021-05-31,Snohomish,5729
2059,2021-05-31,Spokane,1029
2060,2021-05-31,Stevens,42
2061,2021-05-31,Thurston,1543
2062,2021-05-31,Wahkiakum,13
2063,2021-05-31,Walla Walla,110
2064,2021-05-31,Whatcom,1390
2065,2021-05-31,Whitman,60
2066,2021-05-31,Yakima,212
2067,2021-06-30,Adams,16
2068,2021-06-30,Asotin,20
2069,2021-06-30,Benton,518
2070,2021-06-30,Chelan,336
2071,2021-06-30,Clallam,330
2072,2021-06-30,Clark,2841
2073,2021-06-30,Columbia,6
2074,2021-06-30,Cowlitz,224
2075,2021-06-30,Douglas,93
2076,2021-06-30,Ferry,9
2077,2021-06-30,Franklin,123
2078,2021-06-30,Garfield,0
2079,2021-06-30,Grant,107
2080,2021-06-30,Grays Harbor,168
2081,2021-06-30,Island,617
2082,2021-06-30,Jefferson,331
2083,2021-06-30,King,30496
2084,2021-06-30,Kitsap,1850
2085,2021-06-30,Kittitas,160
2086,2021-06-30,Klickitat,70
2087,2021-06-30,Lewis,163
2088,2021-06-30,Lincoln,5
2089,2021-06-30,Mason,215
2090,2021-06-30,Okanogan,63
2091,2021-06-30,Pacific,45
2092,2021-06-30,Pend Oreille,14
2093,2021-06-30,Pierce,3469
2094,2021-06-30,San Juan,431
2095,2021-06-30,Skagit,590
2096,2021-06-30,Skamania,44
2097,2021-06-30,Snohomish,5886
2098,2021-06-30,Spokane,1068
2099,2021-06-30,Stevens,45
2100,2021-06-30,Thurston,1585
2101,2021-06-30,Wahkiakum,15
2102,2021-06-30,Walla Walla,113
2103,2021-06-30,Whatcom,1423
2104,2021-06-30,Whitman,58
2105,2021-06-30,Yakima,226
2106,2021-07-31,Adams,16
2107,2021-07-31,Asotin,21
2108,2021-07-31,Benton,540
2109,2021-07-31,Chelan,350
2110,2021-07-31,Clallam,342
2111,2021-07-31,Clark,2977
2112,2021-07-31,Columbia,6
2113,2021-07-31,Cowlitz,229
2114,2021-07-31,Douglas,100
2115,2021-07-31,Ferry,9
2116,2021-07-31,Franklin,134
2117,2021-07-31,Garfield,0
2118,2021-07-31,Grant,120
2119,2021-07-31,Grays Harbor,176
2120,2021-07-31,Island,625
2121,2021-07-31,Jefferson,339
2122,2021-07-31,King,31555
2123,2021-07-31,Kitsap,1910
2124,2021-07-31,Kittitas,166
2125,2021-07-31,Klickitat,77
2126,2021-07-31,Lewis,165
2127,2021-07-31,Lincoln,6
2128,2021-07-31,Mason,216
2129,2021-07-31,Okanogan,65
2130,2021-07-31,Pacific,46
2131,2021-07-31,Pend Oreille,15
2132,2021-07-31,Pierce,3636
2133,2021-07-31,San Juan,443
2134,2021-07-31,Skagit,609
2135,2021-07-31,Skamania,51
2136,2021-07-31,Snohomish,6126
2137,2021-07-31,Spokane,1118
2138,2021-07-31,Stevens,49
2139,2021-07-31,Thurston,1660
2140,2021-07-31,Wahkiakum,15
2141,2021-07-31,Walla Walla,115
2142,2021-07-31,Whatcom,1479
2143,2021-07-31,Whitman,61
2144,2021-07-31,Yakima,237
2145,2021-08-31,Adams,16
2146,2021-08-31,Asotin,21
2147,2021-08-31,Benton,567
2148,2021-08-31,Chelan,364
2149,2021-08-31,Clallam,351
2150,2021-08-31,Clark,3072
2151,2021-08-31,Columbia,7
2152,2021-08-31,Cowlitz,237
2153,2021-08-31,Douglas,103
2154,2021-08-31,Ferry,9
2155,2021-08-31,Franklin,139
2156,2021-08-31,Garfield,0
2157,2021-08-31,Grant,123
2158,2021-08-31,Grays Harbor,177
2159,2021-08-31,Island,645
2160,2021-08-31,Jefferson,350
2161,2021-08-31,King,32288
2162,2021-08-31,Kitsap,1951
2163,2021-08-31,Kittitas,173
2164,2021-08-31,Klickitat,82
2165,2021-08-31,Lewis,181
2166,2021-08-31,Lincoln,7
2167,2021-08-31,Mason,227
2168,2021-08-31,Okanogan,66
2169,2021-08-31,Pacific,48
2170,2021-08-31,Pend Oreille,16
2171,2021-08-31,Pierce,3773
2172,2021-08-31,San Juan,452
2173,2021-08-31,Skagit,621
2174,2021-08-31,Skamania,52
2175,2021-08-31,Snohomish,6310
2176,2021-08-31,Spokane,1157
2177,2021-08-31,Stevens,48
2178,2021-08-31,Thurston,1715
2179,2021-08-31,Wahkiakum,16
2180,2021-08-31,Walla Walla,121
2181,2021-08-31,Whatcom,1524
2182,2021-08-31,Whitman,63
2183,2021-08-31,Yakima,248
2184,2021-09-30,Adams,16
2185,2021-09-30,Asotin,20
2186,2021-09-30,Benton,581
2187,2021-09-30,Chelan,375
2188,2021-09-30,Clallam,360
2189,2021-09-30,Clark,3150
2190,2021-09-30,Columbia,7
2191,2021-09-30,Cowlitz,246
2192,2021-09-30,Douglas,103
2193,2021-09-30,Ferry,10
2194,2021-09-30,Franklin,138
2195,2021-09-30,Garfield,0
2196,2021-09-30,Grant,125
2197,2021-09-30,Grays Harbor,183
2198,2021-09-30,Island,661
2199,2021-09-30,Jefferson,358
2200,2021-09-30,King,32878
2201,2021-09-30,Kitsap,1992
2202,2021-09-30,Kittitas,180
2203,2021-09-30,Klickitat,83
2204,2021-09-30,Lewis,185
2205,2021-09-30,Lincoln,7
2206,2021-09-30,Mason,239
2207,2021-09-30,Okanogan,67
2208,2021-09-30,Pacific,49
2209,2021-09-30,Pend Oreille,17
2210,2021-09-30,Pierce,3876
2211,2021-09-30,San Juan,462
2212,2021-09-30,Skagit,641
2213,2021-09-30,Skamania,53
2214,2021-09-30,Snohomish,6456
2215,2021-09-30,Spokane,1186
2216,2021-09-30,Stevens,51
2217,2021-09-30,Thurston,1750
2218,2021-09-30,Wahkiakum,16
2219,2021-09-30,Walla Walla,128
2220,2021-09-30,Whatcom,1544
2221,2021-09-30,Whitman,64
2222,2021-09-30,Yakima,257
2223,2021-10-31,Adams,16
2224,2021-10-31,Asotin,21
2225,2021-10-31,Benton,595
2226,2021-10-31,Chelan,385
2227,2021-10-31,Clallam,366
2228,2021-10-31,Clark,3253
2229,2021-10-31,Columbia,7
2230,2021-10-31,Cowlitz,258
2231,2021-10-31,Douglas,103
2232,2021-10-31,Ferry,11
2233,2021-10-31,Franklin,144
2234,2021-10-31,Garfield,0
2235,2021-10-31,Grant,133
2236,2021-10-31,Grays Harbor,187
2237,2021-10-31,Island,678
2238,2021-10-31,Jefferson,362
2239,2021-10-31,King,33838
2240,2021-10-31,Kitsap,2041
2241,2021-10-31,Kittitas,193
2242,2021-10-31,Klickitat,87
2243,2021-10-31,Lewis,194
2244,2021-10-31,Lincoln,7
2245,2021-10-31,Mason,246
2246,2021-10-31,Okanogan,66
2247,2021-10-31,Pacific,49
2248,2021-10-31,Pend Oreille,18
2249,2021-10-31,Pierce,4000
2250,2021-10-31,San Juan,469
2251,2021-10-31,Skagit,649
2252,2021-10-31,Skamania,58
2253,2021-10-31,Snohomish,6656
2254,2021-10-31,Spokane,1217
2255,2021-10-31,Stevens,52
2256,2021-10-31,Thurston,1802
2257,2021-10-31,Wahkiakum,17
2258,2021-10-31,Walla Walla,132
2259,2021-10-31,Whatcom,1585
2260,2021-10-31,Whitman,63
2261,2021-10-31,Yakima,270
2262,2021-11-30,Adams,16
2263,2021-11-30,Asotin,21
2264,2021-11-30,Benton,625
2265,2021-11-30,Chelan,400
2266,2021-11-30,Clallam,373
2267,2021-11-30,Clark,3363
2268,2021-11-30,Columbia,6
2269,2021-11-30,Cowlitz,265
2270,2021-11-30,Douglas,106
2271,2021-11-30,Ferry,13
2272,2021-11-30,Franklin,154
2273,2021-11-30,Garfield,0
2274,2021-11-30,Grant,131
2275,2021-11-30,Grays Harbor,191
2276,2021-11-30,Island,700
2277,2021-11-30,Jefferson,372
2278,2021-11-30,King,34714
2279,2021-11-30,Kitsap,2082
2280,2021-11-30,Kittitas,196
2281,2021-11-30,Klickitat,88
2282,2021-11-30,Lewis,199
2283,2021-11-30,Lincoln,7
2284,2021-11-30,Mason,255
2285,2021-11-30,Okanogan,67
2286,2021-11-30,Pacific,51
2287,2021-11-30,Pend Oreille,18
2288,2021-11-30,Pierce,4128
2289,2021-11-30,San Juan,473
2290,2021-11-30,Skagit,667
2291,2021-11-30,Skamania,57
2292,2021-11-30,Snohomish,6839
2293,2021-11-30,Spokane,1261
2294,2021-11-30,Stevens,54
2295,2021-11-30,Thurston,1845
2296,2021-11-30,Wahkiakum,17
2297,2021-11-30,Walla Walla,137
2298,2021-11-30,Whatcom,1615
2299,2021-11-30,Whitman,66
2300,2021-11-30,Yakima,272
2301,2021-12-31,Adams,17
2302,2021-12-31,Asotin,22
2303,2021-12-31,Benton,639
2304,2021-12-31,Chelan,408
2305,2021-12-31,Clallam,384
2306,2021-12-31,Clark,3475
2307,2021-12-31,Columbia,6
2308,2021-12-31,Cowlitz,274
2309,2021-12-31,Douglas,116
2310,2021-12-31,Ferry,14
2311,2021-12-31,Franklin,162
2312,2021-12-31,Garfield,0
2313,2021-12-31,Grant,137
2314,2021-12-31,Grays Harbor,192
2315,2021-12-31,Island,713
2316,2021-12-31,Jefferson,382
2317,2021-12-31,King,35478
2318,2021-12-31,Kitsap,2128
2319,2021-12-31,Kittitas,207
2320,2021-12-31,Klickitat,89
2321,2021-12-31,Lewis,206
2322,2021-12-31,Lincoln,7
2323,2021-12-31,Mason,266
2324,2021-12-31,Okanogan,69
2325,2021-12-31,Pacific,51
2326,2021-12-31,Pend Oreille,18
2327,2021-12-31,Pierce,4234
2328,2021-12-31,San Juan,478
2329,2021-12-31,Skagit,695
2330,2021-12-31,Skamania,60
2331,2021-12-31,Snohomish,7026
2332,2021-12-31,Spokane,1309
2333,2021-12-31,Stevens,55
2334,2021-12-31,Thurston,1867
2335,2021-12-31,Wahkiakum,17
2336,2021-12-31,Walla Walla,143
2337,2021-12-31,Whatcom,1647
2338,2021-12-31,Whitman,67
2339,2021-12-31,Yakima,286
2340,2022-01-31,Adams,17
2341,2022-01-31,Asotin,23
2342,2022-01-31,Benton,654
2343,2022-01-31,Chelan,421
2344,2022-01-31,Clallam,392
2345,2022-01-31,Clark,3543
2346,2022-01-31,Columbia,6
2347,2022-01-31,Cowlitz,273
2348,2022-01-31,Douglas,118
2349,2022-01-31,Ferry,14
2350,2022-01-31,Franklin,169
2351,2022-01-31,Garfield,0
2352,2022-01-31,Grant,140
2353,2022-01-31,Grays Harbor,197
2354,2022-01-31,Island,734
2355,2022-01-31,Jefferson,385
2356,2022-01-31,King,36359
2357,2022-01-31,Kitsap,2190
2358,2022-01-31,Kittitas,216
2359,2022-01-31,Klickitat,90
2360,2022-01-31,Lewis,213
2361,2022-01-31,Lincoln,6
2362,2022-01-31,Mason,272
2363,2022-01-31,Okanogan,70
2364,2022-01-31,Pacific,55
2365,2022-01-31,Pend Oreille,17
2366,2022-01-31,Pierce,4365
2367,2022-01-31,San Juan,483
2368,2022-01-31,Skagit,701
2369,2022-01-31,Skamania,60
2370,2022-01-31,Snohomish,7224
2371,2022-01-31,Spokane,1349
2372,2022-01-31,Stevens,58
2373,2022-01-31,Thurston,1923
2374,2022-01-31,Wahkiakum,17
2375,2022-01-31,Walla Walla,146
2376,2022-01-31,Whatcom,1668
2377,2022-01-31,Whitman,69
2378,2022-01-31,Yakima,294
2379,2022-02-28,Adams,17
2380,2022-02-28,Asotin,22
2381,2022-02-28,Benton,664
2382,2022-02-28,Chelan,429
2383,2022-02-28,Clallam,394
2384,2022-02-28,Clark,3629
2385,2022-02-28,Columbia,6
2386,2022-02-28,Cowlitz,280
2387,2022-02-28,Douglas,122
2388,2022-02-28,Ferry,15
2389,2022-02-28,Franklin,175
2390,2022-02-28,Garfield,0
2391,2022-02-28,Grant,142
2392,2022-02-28,Grays Harbor,202
2393,2022-02-28,Island,745
2394,2022-02-28,Jefferson,394
2395,2022-02-28,King,37228
2396,2022-02-28,Kitsap,2229
2397,2022-02-28,Kittitas,218
2398,2022-02-28,Klickitat,92
2399,2022-02-28,Lewis,221
2400,2022-02-28,Lincoln,7
2401,2022-02-28,Mason,280
2402,2022-02-28,Okanogan,74
2403,2022-02-28,Pacific,58
2404,2022-02-28,Pend Oreille,17
2405,2022-02-28,Pierce,4484
2406,2022-02-28,San Juan,486
2407,2022-02-28,Skagit,716
2408,2022-02-28,Skamania,59
2409,2022-02-28,Snohomish,7457
2410,2022-02-28,Spokane,1391
2411,2022-02-28,Stevens,58
2412,2022-02-28,Thurston,1973
2413,2022-02-28,Wahkiakum,17
2414,2022-02-28,Walla Walla,152
2415,2022-02-28,Whatcom,1694
2416,2022-02-28,Whitman,70
2417,2022-02-28,Yakima,301
2418,2022-03-31,Adams,16
2419,2022-03-31,Asotin,22
2420,2022-03-31,Benton,699
2421,2022-03-31,Chelan,437
2422,2022-03-31,Clallam,403
2423,2022-03-31,Clark,3745
2424,2022-03-31,Columbia,6
2425,2022-03-31,Cowlitz,293
2426,2022-03-31,Douglas,125
2427,2022-03-31,Ferry,17
2428,2022-03-31,Franklin,179
2429,2022-03-31,Garfield,0
2430,2022-03-31,Grant,151
2431,2022-03-31,Grays Harbor,205
2432,2022-03-31,Island,758
2433,2022-03-31,Jefferson,408
2434,2022-03-31,King,37952
2435,2022-03-31,Kitsap,2274
2436,2022-03-31,Kittitas,225
2437,2022-03-31,Klickitat,96
2438,2022-03-31,Lewis,226
2439,2022-03-31,Lincoln,7
2440,2022-03-31,Mason,286
2441,2022-03-31,Okanogan,77
2442,2022-03-31,Pacific,61
2443,2022-03-31,Pend Oreille,16
2444,2022-03-31,Pierce,4629
2445,2022-03-31,San Juan,493
2446,2022-03-31,Skagit,731
2447,2022-03-31,Skamania,65
2448,2022-03-31,Snohomish,7669
2449,2022-03-31,Spokane,1442
2450,2022-03-31,Stevens,60
2451,2022-03-31,Thurston,2030
2452,2022-03-31,Wahkiakum,18
2453,2022-03-31,Walla Walla,157
2454,2022-03-31,Whatcom,1739
2455,2022-03-31,Whitman,79
2456,2022-03-31,Yakima,312
2457,2022-04-30,Adams,16
2458,2022-04-30,Asotin,24
2459,2022-04-30,Benton,716
